,precision,recall,jaccard,macrof1
York_Canola,0.7777425718099056,0.8408290040321779,0.7170981747803986,0.7927217872696847
T1_Miling_ARG,0.745358085557767,0.7636126845517134,0.6651643858941474,0.7447562681691174
T2_Miling_ARG,0.7637074019129986,0.7885065690943748,0.682460058439461,0.7662766830944683
