,precision,recall,jaccard,macrof1
York_Canola,0.8355533264809609,0.8921698576029439,0.7802663803045813,0.8538336810274879
T1_Miling_ARG,0.842575996528485,0.8639341723957681,0.7612450887224246,0.8466776097291936
T2_Miling_ARG,0.8439212964193458,0.8701106001908965,0.7651833174492001,0.8504542735822199
