,precision,recall,jaccard,macrof1
York_Canola,0.8321537628394269,0.888496337018854,0.773695534531253,0.8486595279657942
T1_Miling_ARG,0.8375377301750101,0.850573273122924,0.747220993567347,0.8361225311168063
T2_Miling_ARG,0.8416397959941476,0.8555545633972701,0.7538309206913406,0.8422173883742387
